B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,8259.59609325982,8355.49701029303,8358.45415866619,8359.05744538829,8359.32585083807,8359.54187167516,8359.4714673145,8359.48913762569,8359.43651885256
8259.59609325982,0,441.321578527487,437.745943527354,430.342980690739,424.426661573738,427.414297458168,423.073530852893,422.192100430575,421.244839216965
8355.49701029303,441.321578527487,0,222.795021425955,226.912102062731,215.414312060111,221.233215503929,212.736564469879,210.973259955129,209.112951307091
8358.45415866619,437.745943527354,222.795021425955,0,105.13343284618,136.086152986804,145.129097482593,131.819729567261,128.954158948164,125.909965276178
8359.05744538829,430.342980690739,226.912102062731,105.13343284618,0,100.715469493398,120.995460121239,104.668172199916,101.036381342157,97.1245352059762
8359.32585083807,424.426661573738,215.414312060111,136.086152986804,100.715469493398,0,77.6850029514696,76.4628570737759,71.4164881196054,65.7759727668164
8359.54187167516,427.414297458168,221.233215503929,145.129097482593,120.995460121239,77.6850029514696,0,74.4933407257654,87.3962429649249,82.8413480786844
8359.4714673145,423.073530852893,212.736564469879,131.819729567261,104.668172199916,76.4628570737759,74.4933407257654,0,58.3011444196323,55.155790702978
8359.48913762569,422.192100430575,210.973259955129,128.954158948164,101.036381342157,71.4164881196054,87.3962429649249,58.3011444196323,0,16.7236682710687
8359.43651885256,421.244839216965,209.112951307091,125.909965276178,97.1245352059762,65.7759727668164,82.8413480786844,55.155790702978,16.7236682710687,0
