B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,13087.4473340876,13156.3945319724,13158.3755586354,13158.6246960225,13158.7966131538,13158.9004785232,13158.8599422168,13158.8661846186,13158.8463797918
13087.4473340876,0,504.821013800125,516.008684019615,514.23837239398,513.201611841374,515.977374700413,512.061902384773,511.067224795503,511.004612668614
13156.3945319724,504.821013800125,0,166.804920199449,169.823224065175,166.434156551008,174.793022869057,162.892424366695,159.73227059071,159.700963361206
13158.3755586354,516.008684019615,166.804920199449,0,63.2479958907639,85.5529641837446,100.85180881266,78.4417854529136,71.6484230479609,71.6257715104452
13158.6246960225,514.23837239398,169.823224065175,63.2479958907639,0,68.9573758447795,91.5350094078698,66.0466136576733,57.8165575437091,57.7941617789089
13158.7966131538,513.201611841374,166.434156551008,85.5529641837446,68.9573758447795,0,60.3278726160768,56.665747401478,46.8218644593386,46.7939105866186
13158.9004785232,515.977374700413,174.793022869057,100.85180881266,91.5350094078698,60.3278726160768,0,66.5451037444647,71.0061750852014,70.9797870536457
13158.8599422168,512.061902384773,162.892424366695,78.4417854529136,66.0466136576733,56.665747401478,66.5451037444647,0,31.8213561363164,31.8607731605559
13158.8661846186,511.067224795503,159.73227059071,71.6484230479609,57.8165575437091,46.8218644593386,71.0061750852014,31.8213561363164,0,1.1506613638121
13158.8463797918,511.004612668614,159.700963361206,71.6257715104452,57.7941617789089,46.7939105866186,70.9797870536457,31.8607731605559,1.1506613638121,0
