B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,14404.1221981196,14429.5718316906,14431.102539825,14431.3982578147,14431.4977948227,14431.5791718111,14431.5676398918,14431.5701436324,14431.6138392036
14404.1221981196,0,316.299819864487,341.383674108914,337.286850134675,337.154789261517,342.27855355213,338.828602152779,337.589586424545,341.281108520377
14429.5718316906,316.299819864487,0,174.669382884225,180.773300113211,180.449094099458,189.844817025031,183.557796274536,181.258938540947,188.080873988329
14431.102539825,341.383674108914,174.669382884225,0,57.5191468936069,74.7823828677427,95.2391237755961,81.9950070459095,76.7099773687496,91.7028447212233
14431.3982578147,337.286850134675,180.773300113211,57.5191468936069,0,50.5593255092272,79.3664064437619,62.8707278865519,55.8049396664591,75.0972662969678
14431.4977948227,337.154789261517,180.449094099458,74.7823828677427,50.5593255092272,0,64.2343921585444,61.8330763967288,54.6412496839853,74.2310185895901
14431.5791718111,342.27855355213,189.844817025031,95.2391237755961,79.3664064437619,64.2343921585444,0,63.1801988081357,80.3871480388493,94.7907386415178
14431.5676398918,338.828602152779,183.557796274536,81.9950070459095,62.8707278865519,61.8330763967288,63.1801988081357,0,60.9002311368295,80.911681225763
14431.5701436324,337.589586424545,181.258938540947,76.7099773687496,55.8049396664591,54.6412496839853,80.3871480388493,60.9002311368295,0,54.6021577779325
14431.6138392036,341.281108520377,188.080873988329,91.7028447212233,75.0972662969678,74.2310185895901,94.7907386415178,80.911681225763,54.6021577779325,0
