B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,1473.41876232422,1134.4815359014,1124.51273320538,1124.56759413345,1124.66672004845,1125.21159762924,1124.73395764964,1124.61352259958,1124.53165195466
1473.41876232422,0,1014.5690246701,1025.73562813656,1025.68687422267,1025.82579494633,1026.42965443905,1025.87581347639,1025.72830263291,1025.57380760092
1134.4815359014,1014.5690246701,0,163.169116519271,165.001304466355,164.674731336447,168.342929372292,164.997424010162,164.203851025255,163.707159347711
1124.51273320538,1025.73562813656,163.169116519271,0,30.338322791753,34.6741124353675,49.2036645985887,36.1841719325286,32.499996893937,29.9039941496078
1124.56759413345,1025.68687422267,165.001304466355,30.338322791753,0,28.4668663791827,49.939431616376,37.1898481578229,33.6116811707614,31.1152108675156
1124.66672004845,1025.82579494633,164.674731336447,34.6741124353675,28.4668663791827,0,43.5036913986515,35.5802507725566,31.8330312095991,29.1940560848229
1125.21159762924,1026.42965443905,168.342929372292,49.2036645985887,49.939431616376,43.5036913986515,0,40.9377728085724,47.1405751099106,45.4320923327513
1124.73395764964,1025.87581347639,164.997424010162,36.1841719325286,37.1898481578229,35.5802507725566,40.9377728085724,0,30.1170848012205,30.0285690698287
1124.61352259958,1025.72830263291,164.203851025255,32.499996893937,33.6116811707614,31.8330312095991,47.1405751099106,30.1170848012205,0,12.81358682801
1124.53165195466,1025.57380760092,163.707159347711,29.9039941496078,31.1152108675156,29.1940560848229,45.4320923327513,30.0285690698287,12.81358682801,0
