B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,1046.68375912765,646.219259235877,608.982124184741,608.568662372519,609.141934707916,605.665422358669,608.250556145781,606.019121163137,605.315235428126
1046.68375912765,0,858.820998823012,886.52064006417,886.17867858431,886.576168591131,884.166178147876,885.971082115059,884.40625236524,883.889496145548
646.219259235877,858.820998823012,0,237.798196179055,242.99906727194,244.156024880415,235.182397125848,241.924978687456,236.10717896269,234.350344463725
608.982124184741,886.52064006417,237.798196179055,0,91.9400669269126,105.877136818952,83.0968565524159,100.612620541012,85.6813487352302,80.8069400297614
608.568662372519,886.17867858431,242.99906727194,91.9400669269126,0,63.5062062566826,79.3773454728002,97.5686847975171,82.0878664996297,76.9882203082185
609.141934707916,886.576168591131,244.156024880415,105.877136818952,63.5062062566826,0,75.5195498562215,100.320309403456,85.3472589366106,80.4538648236225
605.665422358669,884.166178147876,235.182397125848,83.0968565524159,79.3773454728002,75.5195498562215,0,66.968726191939,54.5576683802304,46.5407231305163
608.250556145781,885.971082115059,241.924978687456,100.612620541012,97.5686847975171,100.320309403456,66.968726191939,0,67.2615047078055,70.3999310988972
606.019121163137,884.40625236524,236.10717896269,85.6813487352302,82.0878664996297,85.3472589366106,54.5576683802304,67.2615047078055,0,29.2206393248739
605.315235428126,883.889496145548,234.350344463725,80.8069400297614,76.9882203082185,80.4538648236225,46.5407231305163,70.3999310988972,29.2206393248739,0
