B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,2924.18082094846,2784.0109352694,2776.21265846173,2776.14649857534,2776.29647596478,2775.29522500462,2775.45319523847,2775.20473751684,2775.16690894686
2924.18082094846,0,1001.51936929265,1012.34323573083,1012.01759080057,1012.3804673413,1009.48357898413,1009.92205722784,1009.18704768842,1009.0617402978
2784.0109352694,1001.51936929265,0,237.141685973899,247.962467203092,249.146660401408,237.002989813713,238.897455817824,235.760318571795,235.42522317074
2776.21265846173,1012.34323573083,237.141685973899,0,106.501007925148,121.883185774417,94.6126929185775,99.2668657922004,91.4584215849516,90.6778088354306
2776.14649857534,1012.01759080057,247.962467203092,106.501007925148,0,67.2365767240841,90.8636522435364,95.7109252975761,87.5920741252888,86.7738265078653
2776.29647596478,1012.3804673413,249.146660401408,121.883185774417,67.2365767240841,0,83.4118800810524,98.6259406946769,90.766422896677,89.975813340859
2775.29522500462,1009.48357898413,237.002989813713,94.6126929185775,90.8636522435364,83.4118800810524,0,53.1046418106615,48.2358391509836,46.7504878926616
2775.45319523847,1009.92205722784,238.897455817824,99.2668657922004,95.7109252975761,98.6259406946769,53.1046418106615,0,53.8872772253183,54.5042603515304
2775.20473751684,1009.18704768842,235.760318571795,91.4584215849516,87.5920741252888,90.766422896677,48.2358391509836,53.8872772253183,0,20.0312781205523
2775.16690894686,1009.0617402978,235.42522317074,90.6778088354306,86.7738265078653,89.975813340859,46.7504878926616,54.5042603515304,20.0312781205523,0
