B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,1250.76776860762,995.185904734767,986.334351505649,986.599969324171,986.539629784724,986.691546849786,986.833692336363,986.325297765658,986.146768180027
1250.76776860762,0,819.272834405342,823.960868253374,824.275908038798,824.146520231907,824.321322808551,824.49355828435,823.869252954071,823.625861127496
995.185904734767,819.272834405342,0,139.679645406408,145.203187316258,143.659374805028,144.611532046862,145.641048049676,142.054489851681,141.059806602004
986.334351505649,823.960868253374,139.679645406408,0,42.2806564016612,44.8206543675013,47.7894262313249,50.8157755040975,39.3968984058658,35.7304761939374
986.599969324171,824.275908038798,145.203187316258,42.2806564016612,0,33.583983579062,53.5566334954372,56.2971953882356,46.2535491557016,43.1712073785308
986.539629784724,824.146520231907,143.659374805028,44.8206543675013,33.583983579062,0,44.7068766013226,52.0364590574069,40.9638151570651,37.4497343136462
986.691546849786,824.321322808551,144.611532046862,47.7894262313249,53.5566334954372,44.7068766013226,0,42.6407950141093,44.1419560595624,40.9008378330549
986.833692336363,824.49355828435,145.641048049676,50.8157755040975,56.2971953882356,52.0364590574069,42.6407950141093,0,43.1953795565271,43.2990272145159
986.325297765658,823.869252954071,142.054489851681,39.3968984058658,46.2535491557016,40.9638151570651,44.1419560595624,43.1953795565271,0,16.5736724455586
986.146768180027,823.625861127496,141.059806602004,35.7304761939374,43.1712073785308,37.4497343136462,40.9008378330549,43.2990272145159,16.5736724455586,0
