Mayank_Lunch1,Mayank_Lunch2,Mayank_Lunch3,Mayank_Morning1,Mayank_Morning2,Mayank_Morning3,Poojitha_Lunch1,Poojitha_Lunch2,Poojitha_Lunch3,Poojitha_Morning1,Poojitha_Morning2,Poojitha_Morning3,Prerana_Lunch1,Prerana_Lunch2,Prerana_Lunch3,Prerana_Morning1,Prerana_Morning2,Prerana_Morning3
0,498.52528623471,594.912203707637,535.362321506277,709.218521586736,565.072175266277,1140.12221169188,919.941413424448,911.117228976586,1033.43951774107,1236.14522749794,1195.87085557323,446.792449680104,459.881561892332,446.977120034346,482.232098758276,478.257690627047,469.772644587338
498.52528623471,0,447.765738127964,454.793710813425,596.685552649039,490.505553833917,1195.34978527969,864.409523424617,861.015078235856,1001.07346858667,1280.29798311955,1252.67621469839,471.720948174122,434.426483124288,473.213415362437,452.715455006524,452.03273836934,437.490488622472
594.912203707637,447.765738127964,0,514.351853363708,556.618969771063,552.123032453127,1223.56392368513,795.578517459052,806.533177055124,1085.21138182944,1274.14596441578,1237.54902519564,604.629408732976,548.227505292473,606.685093870183,576.719542504355,576.602383500374,559.697110176822
535.362321506277,454.793710813425,514.351853363708,0,622.828500528175,601.893657333458,1199.65437806486,927.468215567701,957.761162765222,1127.67549674008,1216.34743691182,1168.91180120624,533.872213493522,512.259144279819,528.859322589365,479.182189071329,498.983278129444,511.877905463893
709.218521586736,596.685552649039,556.618969771063,622.828500528175,0,654.633825141854,1304.30969702776,890.637756973346,893.775570192531,1143.8452334074,1333.41922882306,1281.53358757485,777.311132209819,722.512190559215,776.4461026184,753.655497303561,747.988137506127,728.485368830457
565.072175266277,490.505553833917,552.123032453127,601.893657333458,654.633825141854,0,1260.78327974379,836.916886133198,846.327061286339,1019.33514212559,1303.61303186914,1298.75230726377,632.253879125362,587.884266236413,635.671742335677,635.464722936853,631.519971424882,589.305158815622
1140.12221169188,1195.34978527969,1223.56392368513,1199.65437806486,1304.30969702776,1260.78327974379,0,1407.59164176894,1400.35180511541,1488.00893229097,1496.5967915483,1488.84545918158,1149.80296387444,1160.76034713244,1144.1395705402,1171.64256722018,1167.8314008553,1168.67925147168
919.941413424448,864.409523424617,795.578517459052,927.468215567701,890.637756973346,836.916886133198,1407.59164176894,0,627.811721961316,1031.67728951869,1339.11033756793,1342.2401766195,1006.47148358092,945.609694819289,1005.20144615581,1004.07796683861,998.457311924554,964.274455150996
911.117228976586,861.015078235856,806.533177055124,957.761162765222,893.775570192531,846.327061286339,1400.35180511541,627.811721961316,0,1037.04479380851,1378.85637536302,1354.34688397572,1002.5684759453,934.27057483634,1006.65371590217,1012.53430691245,1000.10742777705,955.931211214383
1033.43951774107,1001.07346858667,1085.21138182944,1127.67549674008,1143.8452334074,1019.33514212559,1488.00893229097,1031.67728951869,1037.04479380851,0,1591.79377342279,1562.5885808673,1120.03915549124,1103.54876388984,1125.08320983793,1147.88390038284,1147.10030665593,1109.80993826457
1236.14522749794,1280.29798311955,1274.14596441578,1216.34743691182,1333.41922882306,1303.61303186914,1496.5967915483,1339.11033756793,1378.85637536302,1591.79377342279,0,1082.65899737943,1321.32318496953,1311.49993229461,1318.51984843744,1323.61658024304,1320.44863481302,1323.07218962561
1195.87085557323,1252.67621469839,1237.54902519564,1168.91180120624,1281.53358757485,1298.75230726377,1488.84545918158,1342.2401766195,1354.34688397572,1562.5885808673,1082.65899737943,0,1283.9270249575,1273.43970131931,1275.44387752051,1281.21856263077,1277.05688975412,1283.6250627379
446.792449680104,471.720948174122,604.629408732976,533.872213493522,777.311132209819,632.253879125362,1149.80296387444,1006.47148358092,1002.5684759453,1120.03915549124,1321.32318496953,1283.9270249575,0,181.610363913263,135.195900664472,174.450211884721,156.031629658324,182.941610753079
459.881561892332,434.426483124288,548.227505292473,512.259144279819,722.512190559215,587.884266236413,1160.76034713244,945.609694819289,934.27057483634,1103.54876388984,1311.49993229461,1273.43970131931,181.610363913263,0,192.858100853639,176.129819002115,148.195280397784,129.573902130926
446.977120034346,473.213415362437,606.685093870183,528.859322589365,776.4461026184,635.671742335677,1144.1395705402,1005.20144615581,1006.65371590217,1125.08320983793,1318.51984843744,1275.44387752051,135.195900664472,192.858100853639,0,175.589489367128,159.349191312336,189.071322695424
482.232098758276,452.715455006524,576.719542504355,479.182189071329,753.655497303561,635.464722936853,1171.64256722018,1004.07796683861,1012.53430691245,1147.88390038284,1323.61658024304,1281.21856263077,174.450211884721,176.129819002115,175.589489367128,0,100.217260030369,156.610885121812
478.257690627047,452.03273836934,576.602383500374,498.983278129444,747.988137506127,631.519971424882,1167.8314008553,998.457311924554,1000.10742777705,1147.10030665593,1320.44863481302,1277.05688975412,156.031629658324,148.195280397784,159.349191312336,100.217260030369,0,137.062390368703
469.772644587338,437.490488622472,559.697110176822,511.877905463893,728.485368830457,589.305158815622,1168.67925147168,964.274455150996,955.931211214383,1109.80993826457,1323.07218962561,1283.6250627379,182.941610753079,129.573902130926,189.071322695424,156.610885121812,137.062390368703,0
