B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,154.651327237126,97.6494965558341,90.2498998002705,88.9995711426046,88.4362407390645,92.8331214131339,94.7729576360574,88.2739885920057,88.7606620963732
154.651327237126,0,134.792916410915,132.592426623249,131.733328350783,131.365722578162,134.367828237073,135.715095940096,131.257395818528,131.58648429446
97.6494965558341,134.792916410915,0,42.9304240074307,49.1744596040987,48.1350374194598,55.806291269264,58.979695798637,47.8375618385552,48.7415941893494
90.2498998002705,132.592426623249,42.9304240074307,0,26.7085357285095,30.3898777346744,41.4831606906191,45.6633938138248,29.9164804143372,31.3458343074335
88.9995711426046,131.733328350783,49.1744596040987,26.7085357285095,0,19.5198964230762,38.6771935444482,43.1319021821656,25.8908974492555,27.5321434552284
88.4362407390645,131.365722578162,48.1350374194598,30.3898777346744,19.5198964230762,0,34.5418050519925,41.9238382257683,23.8373799301609,25.6101104547521
92.8331214131339,134.367828237073,55.806291269264,41.4831606906191,38.6771935444482,34.5418050519925,0,34.7912867275776,36.9493112575,38.1084945324785
94.7729576360574,135.715095940096,58.979695798637,45.6633938138248,43.1319021821656,41.9238382257683,34.7912867275776,0,39.0495106470173,42.0911063367829
88.2739885920057,131.257395818528,47.8375618385552,29.9164804143372,25.8908974492555,23.8373799301609,36.9493112575,39.0495106470173,0,17.8551773855149
88.7606620963732,131.58648429446,48.7415941893494,31.3458343074335,27.5321434552284,25.6101104547521,38.1084945324785,42.0911063367829,17.8551773855149,0
