B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,126.464519772418,90.669673721545,84.8751926573333,81.4450293096537,80.7418651003744,82.1773798725374,85.2264684273093,82.3590242130187,83.1354686665635
126.464519772418,0,106.640677155524,103.765582812568,100.960741793725,100.403504050247,101.562757447977,104.048894302184,101.710005129124,102.342735355701
90.669673721545,106.640677155524,0,33.6220233486932,44.9730775252255,43.6736016976026,46.2754646150772,51.5060721029057,46.6001296137157,47.9772830111508
84.8751926573333,103.765582812568,33.6220233486932,0,27.9041466470009,29.7407596509361,33.4457696803567,40.374353513389,33.8939318237968,35.7640257822546
81.4450293096537,100.960741793725,44.9730775252255,27.9041466470009,0,14.0226790411229,23.3515191558092,32.5077252573981,23.9901105774809,26.5684507158639
80.7418651003744,100.403504050247,43.6736016976026,29.7407596509361,14.0226790411229,0,18.5680122901366,30.6668072146143,21.4351346366524,24.2858101620146
82.1773798725374,101.562757447977,46.2754646150772,33.4457696803567,23.3515191558092,18.5680122901366,0,26.4602643916789,26.3312965322931,28.6969787537429
85.2264684273093,104.048894302184,51.5060721029057,40.374353513389,32.5077252573981,30.6668072146143,26.4602643916789,0,32.7759128589451,35.9904096943509
82.3590242130187,101.710005129124,46.6001296137157,33.8939318237968,23.9901105774809,21.4351346366524,26.3312965322931,32.7759128589451,0,17.4800634389874
83.1354686665635,102.342735355701,47.9772830111508,35.7640257822546,26.5684507158639,24.2858101620146,28.6969787537429,35.9904096943509,17.4800634389874,0
