B0_400,B400_800,B800_1200,B1200_1600,B1600_2000,B2000_2400,B2400_2800,B2800_3200,B3200_3600,B3600_4000
0,152.095728980676,85.9511180443334,81.0321796063879,83.0795095646473,82.3555689370373,86.6011430074025,84.7975773415194,80.7036746173425,80.4079086568256
152.095728980676,0,130.111233198935,132.998059569121,134.249704283112,133.815072663598,136.469420502581,135.32635529958,132.795349367399,132.611903701541
85.9511180443334,130.111233198935,0,33.7657178192474,39.4145333574696,37.8290983079297,46.3465127066786,42.8700469019759,34.044006463003,33.3507188302851
81.0321796063879,132.998059569121,33.7657178192474,0,20.0960396247804,24.3914716789808,36.2213910278497,31.6525684560571,17.9733398112852,16.6263080772866
83.0795095646473,134.249704283112,39.4145333574696,20.0960396247804,0,22.8572784138159,40.6089872722622,36.5947691864501,25.6987193925884,24.7737476399612
82.3555689370373,133.815072663598,37.8290983079297,24.3914716789808,22.8572784138159,0,33.3640498183064,34.8682462608894,23.1836951948585,22.1538032889605
86.6011430074025,136.469420502581,46.3465127066786,36.2213910278497,40.6089872722622,33.3640498183064,0,28.8754519256884,35.4156737280544,34.743487889237
84.7975773415194,135.32635529958,42.8700469019759,31.6525684560571,36.5947691864501,34.8682462608894,28.8754519256884,0,29.8637065422263,29.7018543681915
80.7036746173425,132.795349367399,34.044006463003,17.9733398112852,25.6987193925884,23.1836951948585,35.4156737280544,29.8637065422263,0,6.74734783272201
80.4079086568256,132.611903701541,33.3507188302851,16.6263080772866,24.7737476399612,22.1538032889605,34.743487889237,29.7018543681915,6.74734783272201,0
